Education_Level,Income_Category,Card_Category,Months_on_book,amt,latitude,longitude,is_fraud,age,trans_hour,trans_day_of_week,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,business_type_Big Box Retail,business_type_E-commerce,business_type_Electronics,business_type_Food & Beverage,business_type_Gas Station,business_type_Grocery,business_type_Pharmacy/Retail,business_type_Subscription,business_type_Transportation
4,-1,0,82,26.58,50.5018,-90.6444,0,31,11,3,0,0,0,1,0,0,0,0,0,1,0,0,0
3,4,0,23,35.97,46.5411,-77.0974,0,48,8,6,0,0,1,0,0,0,0,0,0,1,0,0,0
3,4,0,23,63.1,47.3742,-103.9724,0,48,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0
3,4,0,23,56.59,47.6808,-91.7166,0,48,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3,4,0,23,14.01,44.4326,-61.8896,0,48,19,4,0,0,1,0,0,0,0,0,1,0,0,0,0
2,-1,0,69,13.81,48.3605,-83.6922,0,22,20,6,0,1,0,0,1,0,0,0,0,0,0,0,0
2,-1,0,69,20.7,50.2448,-68.1492,0,22,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,-1,0,69,75.93,46.8176,-92.1208,0,22,9,4,0,1,0,0,0,0,0,0,0,0,1,0,0
2,-1,0,69,108.41,47.9506,-117.6384,0,22,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5,0,0,37,69.44,49.8832,-82.8009,0,22,20,1,0,1,0,0,0,0,0,0,0,0,1,0,0
5,0,0,37,155.23,54.6637,-87.862,0,22,12,3,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,1,47,32.19,53.6512,-74.9372,0,29,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0
2,1,1,47,58.08,53.2841,-71.102,0,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,1,1,47,80.91,45.558,-104.9937,0,29,16,3,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1,1,47,64.75,47.3924,-87.5349,0,29,11,4,1,0,0,0,0,0,0,0,1,0,0,0,0
2,1,1,47,50.91,52.0258,-75.8537,0,29,14,2,1,0,0,0,0,0,1,0,0,0,0,0,0
2,1,1,47,112.72,54.7614,-66.0202,0,29,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0
2,1,1,47,278.95,54.2464,-66.8489,0,29,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1,1,47,14.59,49.7008,-110.9619,0,29,12,3,1,0,0,0,0,1,0,0,0,0,0,0,0
1,4,0,108,108.59,43.7748,-85.0594,0,61,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0
-1,-1,0,46,31.7,44.9153,-87.8162,0,32,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1
-1,-1,0,46,86.21,50.4774,-93.5386,0,32,11,6,0,0,0,1,0,0,0,0,0,1,0,0,0
-1,-1,0,46,60.07,52.7397,-87.9185,0,32,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-1,-1,0,46,35.05,48.8703,-71.4062,0,32,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-1,-1,0,46,148.19,49.4053,-108.9022,0,32,20,2,0,0,0,1,0,0,0,0,1,0,0,0,0
-1,-1,0,46,185.6,51.5,-76.026,0,32,13,3,0,0,0,1,1,0,0,0,0,0,0,0,0
-1,-1,0,46,55.87,47.0164,-109.6488,0,32,15,3,0,0,0,1,0,0,0,0,0,0,0,1,0
-1,-1,0,46,131.97,52.6896,-73.2904,0,32,12,6,0,0,0,1,0,0,0,0,1,0,0,0,0
-1,-1,0,46,88.83,48.0661,-67.6208,0,32,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-1,-1,0,46,51.2,52.8492,-101.8894,0,32,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0
-1,-1,0,46,26.87,48.0242,-74.9918,0,32,9,4,0,0,0,1,0,0,0,0,1,0,0,0,0
4,0,2,34,93.22,49.5797,-66.884,0,31,19,3,0,0,1,0,1,0,0,0,0,0,0,0,0
4,0,2,34,15.14,43.8874,-118.5587,0,31,1,5,0,0,1,0,0,0,0,1,0,0,0,0,0
4,0,2,34,193.69,48.0712,-122.4557,0,31,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4,0,2,34,84.74,45.6687,-91.0338,0,31,20,6,0,0,1,0,0,0,0,0,0,0,1,0,0
4,0,2,34,168.0,53.2671,-105.4054,0,31,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0
-1,2,0,12,48.61,50.6051,-107.8106,0,23,13,2,0,0,1,0,0,0,0,0,1,0,0,0,0
-1,2,0,12,73.16,43.1446,-91.7276,0,23,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
-1,2,0,12,18.48,54.24,-92.8644,0,23,18,3,0,0,1,0,0,0,0,0,1,0,0,0,0
-1,1,0,111,133.97,49.1173,-74.1647,0,77,8,6,0,0,1,0,1,0,0,0,0,0,0,0,0
-1,1,0,111,25.83,51.3707,-115.0778,0,77,15,3,0,0,1,0,1,0,0,0,0,0,0,0,0
-1,1,0,111,96.43,50.1314,-93.2337,0,77,8,4,0,0,1,0,0,0,0,0,0,1,0,0,0
-1,1,0,111,20.28,44.2854,-78.8024,0,77,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0
-1,1,0,111,138.85,50.6092,-79.0637,0,77,14,3,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,0,53,33.54,48.106,-89.7647,0,37,23,4,0,0,1,0,0,0,0,0,1,0,0,0,0
1,2,0,53,110.38,54.9411,-80.6997,0,37,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0
1,2,0,53,63.42,54.0275,-62.9873,0,37,17,2,0,0,1,0,0,0,0,0,0,0,1,0,0
1,2,0,53,56.59,49.0146,-95.5055,0,37,21,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,2,0,53,122.44,48.643,-73.2577,0,37,17,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,2,0,53,109.96,48.6883,-64.0342,0,37,15,4,0,0,1,0,0,0,0,0,1,0,0,0,0
1,-1,1,92,32.43,43.5372,-119.595,0,67,11,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,-1,1,92,41.11,44.8235,-98.7177,0,67,7,5,0,0,0,1,0,0,0,0,0,0,0,1,0
1,-1,1,92,118.57,43.4005,-79.416,0,67,12,4,0,0,0,1,0,0,1,0,0,0,0,0,0
3,3,0,24,178.24,53.5967,-74.1055,0,62,22,3,0,0,1,0,0,0,0,1,0,0,0,0,0
3,3,0,24,27.57,47.3365,-111.062,0,62,3,6,0,0,1,0,0,0,1,0,0,0,0,0,0
3,3,0,24,32.88,44.1386,-76.4409,0,62,16,2,0,0,1,0,0,0,0,1,0,0,0,0,0
2,1,0,85,125.14,46.296,-114.1784,0,31,12,3,0,0,1,0,1,0,0,0,0,0,0,0,0
2,1,0,85,58.62,52.5852,-69.6838,0,31,20,3,0,0,1,0,0,0,0,0,1,0,0,0,0
2,1,0,85,40.19,51.9632,-63.371,0,31,12,6,0,0,1,0,0,0,0,0,0,1,0,0,0
0,-1,0,99,32.32,52.1492,-116.4448,0,41,15,2,0,1,0,0,1,0,0,0,0,0,0,0,0
0,-1,0,99,30.82,51.2173,-80.3456,0,41,10,5,0,1,0,0,1,0,0,0,0,0,0,0,0
1,4,1,107,48.96,49.703,-74.0533,0,56,10,3,0,0,0,1,0,0,1,0,0,0,0,0,0
1,4,1,107,31.33,52.8302,-116.387,0,56,14,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,4,1,107,110.31,46.4216,-116.7809,0,56,23,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,61,100.25,44.8149,-85.97,0,73,11,5,0,0,0,1,0,0,0,0,0,1,0,0,0
1,0,0,61,16.15,45.4117,-70.2957,0,73,23,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,0,61,39.01,51.3957,-85.1291,0,73,14,6,0,0,0,1,1,0,0,0,0,0,0,0,0
0,4,0,40,34.08,52.6669,-77.1273,0,64,22,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,4,0,40,154.57,46.771,-104.222,0,64,20,5,0,1,0,0,0,1,0,0,0,0,0,0,0
0,4,0,40,51.84,50.8129,-117.3381,0,64,13,5,0,1,0,0,0,0,0,0,0,0,0,1,0
0,4,0,40,110.07,43.1057,-116.3043,0,64,22,5,0,1,0,0,0,0,0,0,0,0,0,1,0
0,4,0,40,295.02,48.6079,-78.9805,0,64,14,2,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,112,49.54,53.5136,-97.8821,0,40,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,0,112,71.22,43.5609,-116.4795,0,40,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,1,0,112,94.0,43.0773,-122.877,0,40,18,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,0,112,162.09,50.0716,-109.5638,0,40,5,5,0,0,1,0,1,0,0,0,0,0,0,0,0
1,1,0,112,93.93,44.8097,-84.0493,0,40,12,4,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,15,57.15,45.3661,-88.2305,0,61,9,3,0,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0,15,29.88,43.0279,-79.1289,0,61,21,2,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0,15,28.91,43.9246,-66.4382,0,61,11,3,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,0,15,16.83,43.1473,-66.0383,0,61,7,5,0,0,1,0,0,0,0,1,0,0,0,0,0
-1,3,0,90,64.77,44.4053,-103.1916,0,34,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
-1,3,0,90,82.92,49.5691,-79.8423,0,34,7,4,1,0,0,0,0,0,0,0,1,0,0,0,0
-1,3,0,90,24.37,51.3094,-86.6091,0,34,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0
-1,3,0,90,90.59,43.9942,-94.0493,0,34,19,1,1,0,0,0,0,0,0,0,0,0,0,0,1
-1,3,0,90,64.82,54.9465,-99.0633,0,34,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-1,3,0,90,91.71,53.1547,-82.4673,0,34,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0
-1,3,0,90,24.67,45.1372,-110.7202,0,34,16,5,1,0,0,0,0,0,0,0,1,0,0,0,0
-1,1,2,100,21.22,52.7105,-98.2834,0,43,18,1,1,0,0,0,0,0,1,0,0,0,0,0,0
-1,1,2,100,161.24,44.1632,-95.0439,0,43,10,6,1,0,0,0,0,0,0,0,1,0,0,0,0
-1,1,2,100,57.9,45.9175,-94.0377,0,43,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0
-1,1,2,100,91.47,53.8339,-110.224,0,43,21,5,1,0,0,0,0,0,0,0,0,1,0,0,0
-1,1,2,100,101.07,51.5173,-72.3865,0,43,18,0,1,0,0,0,0,0,0,0,1,0,0,0,0
-1,1,2,100,116.47,49.693,-100.0525,0,43,22,3,1,0,0,0,0,0,0,0,1,0,0,0,0
2,1,1,14,62.06,48.7857,-62.1295,0,42,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,1,14,62.76,52.3427,-110.2093,0,42,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0
2,1,1,14,61.96,44.6854,-116.6315,0,42,12,6,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,1,14,110.0,43.005,-94.7203,0,42,14,2,0,1,0,0,0,0,0,1,0,0,0,0,0
2,1,1,14,20.25,50.3622,-115.7508,0,42,20,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0,3,1,60,71.03,51.7325,-120.4238,0,19,23,2,0,1,0,0,0,0,1,0,0,0,0,0,0
0,3,1,60,11.73,53.4154,-91.791,0,19,11,4,0,1,0,0,0,0,0,0,0,0,0,1,0
0,3,1,60,40.88,49.2781,-62.8954,0,19,12,3,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,63,71.97,49.9837,-119.3784,0,72,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,63,58.31,46.908,-88.6084,0,72,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,63,58.44,52.9209,-119.2268,0,72,16,4,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,63,3.49,43.3714,-113.829,0,72,8,5,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,63,55.48,46.7667,-101.6435,0,72,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,63,127.08,52.8158,-64.8505,0,72,8,4,1,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,63,55.74,43.8721,-88.0268,0,72,11,3,1,0,0,0,0,0,0,0,1,0,0,0,0
-1,-1,0,35,45.15,49.8725,-91.5875,0,52,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0
-1,-1,0,35,75.48,46.1608,-81.5406,0,52,9,3,0,0,1,0,0,0,0,0,0,0,1,0,0
-1,-1,0,35,103.2,51.9745,-60.0114,0,52,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0
-1,-1,0,35,63.8,53.8367,-62.1221,0,52,16,4,0,0,1,0,0,0,0,0,0,0,0,1,0
-1,-1,0,35,85.51,47.1013,-89.608,0,52,8,2,0,0,1,0,0,0,0,0,1,0,0,0,0
-1,-1,0,35,123.93,50.1476,-84.5177,0,52,23,1,0,0,1,0,0,0,0,0,0,0,1,0,0
-1,-1,0,35,151.0,47.8774,-97.4748,0,52,2,4,0,0,1,0,0,0,0,0,1,0,0,0,0
-1,-1,0,35,95.31,43.1812,-101.7761,0,52,3,5,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0,27,158.69,51.7728,-80.313,0,77,22,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,0,27,30.56,48.6573,-62.4764,0,77,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,0,27,18.24,48.6348,-94.3607,0,77,14,3,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1,0,27,36.99,52.3049,-107.8999,0,77,20,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,1,0,27,70.78,53.8611,-110.1092,0,77,13,4,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,27,25.55,49.9036,-90.7645,0,77,7,3,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,0,27,16.79,45.4439,-103.0819,0,77,13,3,0,1,0,0,0,0,1,0,0,0,0,0,0
2,3,0,116,79.34,49.0576,-110.2728,0,74,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0
2,3,0,116,67.99,53.8614,-66.4739,0,74,8,4,0,0,1,0,1,0,0,0,0,0,0,0,0
2,3,0,116,57.04,47.1615,-88.317,0,74,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,3,0,116,115.51,49.2283,-119.5184,0,74,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,3,0,116,141.63,49.5155,-94.8863,0,74,9,6,0,0,1,0,0,0,0,1,0,0,0,0,0
3,0,1,56,73.8,44.2489,-81.8847,0,30,7,6,0,0,1,0,0,0,1,0,0,0,0,0,0
3,0,1,56,97.45,47.8205,-92.9464,0,30,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0
3,0,1,56,172.04,50.0268,-94.2395,0,30,21,5,0,0,1,0,0,0,1,0,0,0,0,0,0
2,1,2,25,84.62,52.7238,-93.5755,0,36,14,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,2,25,63.19,43.6827,-112.5602,0,36,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,1,2,25,98.5,54.4125,-96.1386,0,36,3,4,0,1,0,0,0,0,1,0,0,0,0,0,0
2,1,2,25,44.34,50.4528,-86.3385,0,36,16,6,0,1,0,0,0,0,0,0,0,1,0,0,0
2,1,2,25,174.34,51.2115,-78.1291,0,36,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,2,25,18.21,49.8963,-86.8584,0,36,3,5,0,1,0,0,0,0,0,0,1,0,0,0,0
3,0,1,99,23.62,54.2823,-112.368,0,61,18,5,0,0,0,1,0,0,1,0,0,0,0,0,0
3,0,1,99,96.94,51.2208,-85.5673,0,61,18,2,0,0,0,1,0,0,0,1,0,0,0,0,0
3,0,1,99,86.64,51.922,-112.3491,0,61,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0
3,0,1,99,99.69,48.6742,-94.0551,0,61,11,2,0,0,0,1,0,0,0,0,0,0,0,0,1
3,3,0,51,42.07,47.9525,-121.7478,0,78,12,2,0,1,0,0,0,0,0,0,0,0,0,0,1
3,3,0,51,28.55,50.2167,-106.9876,0,78,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3,3,0,51,21.78,54.1395,-78.3355,0,78,21,4,0,1,0,0,0,0,0,0,0,0,0,1,0
-1,4,0,59,82.19,50.8943,-87.3512,0,18,12,6,1,0,0,0,0,1,0,0,0,0,0,0,0
-1,4,0,59,55.79,47.8363,-63.581,0,18,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0
-1,4,0,59,108.09,44.0104,-100.4589,0,18,10,3,1,0,0,0,0,0,0,0,0,0,0,0,1
2,-1,0,23,101.45,51.3523,-84.521,0,76,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0
2,-1,0,23,125.13,54.5136,-98.3013,0,76,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0
5,2,0,17,78.36,53.0424,-114.6366,0,56,21,6,0,0,0,1,1,0,0,0,0,0,0,0,0
5,2,0,17,120.08,46.8102,-72.0946,0,56,9,3,0,0,0,1,1,0,0,0,0,0,0,0,0
5,2,0,17,21.6,44.8989,-121.5944,0,57,8,4,0,0,0,1,0,0,0,0,1,0,0,0,0
5,2,0,17,63.05,48.5013,-94.8353,0,56,19,3,0,0,0,1,0,0,0,0,0,0,0,1,0
3,3,1,105,65.75,43.8644,-106.2125,0,29,23,4,0,0,0,1,0,1,0,0,0,0,0,0,0
3,3,1,105,87.47,53.943,-112.2485,0,29,4,4,0,0,0,1,0,0,1,0,0,0,0,0,0
-1,2,0,38,139.87,44.8708,-95.4795,0,69,2,5,0,0,0,1,0,1,0,0,0,0,0,0,0
-1,2,0,38,112.07,53.3854,-117.2446,0,69,10,3,0,0,0,1,0,0,0,0,0,1,0,0,0
-1,4,0,75,36.99,54.6713,-119.1255,0,69,21,6,1,0,0,0,0,0,0,0,1,0,0,0,0
-1,4,0,75,13.59,50.318,-66.6099,0,69,11,2,1,0,0,0,0,0,0,1,0,0,0,0,0
-1,4,0,75,275.42,51.1406,-87.2471,0,69,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0
-1,4,0,75,31.89,47.1353,-94.0018,0,69,13,1,1,0,0,0,1,0,0,0,0,0,0,0,0
-1,4,0,75,109.48,53.1731,-105.5545,0,69,23,4,1,0,0,0,0,0,0,1,0,0,0,0,0
-1,4,0,75,19.22,46.3995,-73.983,0,69,20,3,1,0,0,0,0,0,0,0,0,1,0,0,0
-1,4,0,14,92.62,50.7571,-75.3368,0,19,21,4,0,1,0,0,0,1,0,0,0,0,0,0,0
-1,4,0,14,97.63,53.9033,-109.5778,0,19,15,6,0,1,0,0,0,1,0,0,0,0,0,0,0
-1,4,0,14,15.96,43.458,-96.5374,0,19,14,3,0,1,0,0,0,1,0,0,0,0,0,0,0
3,4,1,49,16.77,45.0328,-92.7028,0,45,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3,4,1,49,41.24,45.0406,-84.8793,0,45,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0
3,4,1,49,145.1,52.4515,-102.6696,0,45,11,1,0,1,0,0,0,0,0,1,0,0,0,0,0
3,4,1,49,52.54,43.2162,-85.7971,0,45,4,6,0,1,0,0,0,0,0,0,0,0,1,0,0
3,4,1,49,44.02,51.7184,-121.7092,0,45,8,6,0,1,0,0,0,0,1,0,0,0,0,0,0
3,4,1,49,48.13,45.5485,-77.086,0,45,10,5,0,1,0,0,0,0,0,0,1,0,0,0,0
3,4,1,49,35.06,44.5237,-83.084,0,45,5,3,0,1,0,0,0,0,0,0,1,0,0,0,0
4,-1,0,21,49.07,44.5305,-76.0013,0,24,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1
4,-1,0,21,18.04,44.4714,-94.2723,0,24,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4,-1,0,21,45.22,43.0142,-64.5548,0,24,23,0,1,0,0,0,0,0,0,0,1,0,0,0,0
-1,1,0,28,70.81,50.9714,-108.1382,0,28,23,3,0,0,1,0,0,0,0,0,0,0,1,0,0
-1,1,0,28,36.09,48.0455,-60.3316,0,28,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,3,0,109,105.67,49.2602,-115.9666,0,33,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0
1,3,0,109,110.33,52.5076,-97.0341,0,33,2,6,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,13,83.84,49.5615,-71.105,0,58,8,6,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,1,13,153.02,43.7248,-98.0341,0,58,23,2,0,0,0,1,0,0,0,0,0,1,0,0,0
1,1,1,13,131.53,43.7669,-73.6346,0,58,20,3,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,13,145.35,48.0154,-61.9836,0,58,20,1,0,0,0,1,0,0,0,0,0,1,0,0,0
3,4,0,74,91.09,52.1378,-109.2234,0,29,5,5,0,0,1,0,1,0,0,0,0,0,0,0,0
3,4,0,74,7.92,50.68,-86.3378,1,29,2,6,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1,0,64,99.16,48.6303,-96.5768,0,73,21,2,0,0,0,1,0,0,0,0,0,1,0,0,0
3,1,0,64,180.7,50.4045,-122.421,0,73,21,5,0,0,0,1,0,0,0,0,0,0,1,0,0
2,3,0,87,101.65,45.4117,-80.3605,0,52,18,3,0,0,0,1,0,0,0,0,0,0,0,0,1
2,3,0,87,57.7,54.2864,-72.0068,0,52,14,3,0,0,0,1,0,0,0,0,1,0,0,0,0
4,4,0,105,94.19,44.7201,-99.9678,0,77,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0
4,4,0,105,61.89,46.7723,-78.1201,0,77,4,5,0,0,1,0,0,0,0,1,0,0,0,0,0
4,4,0,105,68.89,48.8168,-83.3022,0,77,14,5,0,0,1,0,0,0,0,0,0,0,0,1,0
4,4,0,105,65.85,43.4714,-108.6629,0,77,16,2,0,0,1,0,0,0,0,0,0,1,0,0,0
-1,0,0,49,128.29,49.5103,-61.8223,0,55,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0
-1,0,0,49,59.35,46.9255,-113.2052,0,55,10,3,1,0,0,0,0,0,0,0,0,0,1,0,0
-1,0,0,49,115.92,43.4377,-117.0474,0,55,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0
-1,0,0,49,133.22,48.7107,-102.2211,0,55,11,6,1,0,0,0,0,0,0,0,1,0,0,0,0
-1,0,0,49,141.04,49.284,-67.3147,0,55,21,6,1,0,0,0,0,1,0,0,0,0,0,0,0
-1,0,0,49,57.24,47.546,-109.2477,0,55,13,5,1,0,0,0,0,1,0,0,0,0,0,0,0
-1,0,0,49,178.27,47.1955,-115.267,0,55,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
-1,0,0,49,88.36,51.6679,-86.2403,0,55,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0
-1,0,0,49,95.94,45.9207,-74.5924,0,55,6,4,1,0,0,0,1,0,0,0,0,0,0,0,0
-1,0,0,49,76.02,51.6815,-78.0692,0,55,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0
-1,0,0,49,24.76,48.5364,-82.8684,0,55,18,5,1,0,0,0,0,0,0,0,0,1,0,0,0
5,2,0,83,26.32,43.7759,-89.3075,0,33,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1
5,2,0,83,194.12,50.7934,-113.9422,0,33,14,3,0,0,0,1,0,1,0,0,0,0,0,0,0
5,2,0,83,22.28,46.6506,-117.8244,0,33,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0
5,2,0,83,72.59,51.7609,-72.6918,0,33,2,5,0,0,0,1,0,1,0,0,0,0,0,0,0
4,-1,0,44,182.27,54.4088,-61.4609,0,37,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0
4,-1,0,44,155.55,44.6377,-72.5361,0,37,10,6,0,1,0,0,0,0,0,0,0,0,0,0,1
4,-1,0,44,242.28,43.5251,-76.6517,0,37,5,4,0,1,0,0,0,0,0,0,1,0,0,0,0
4,-1,0,44,105.73,51.4335,-67.9352,0,37,17,5,0,1,0,0,0,0,1,0,0,0,0,0,0
4,-1,0,44,24.56,45.4562,-102.0643,0,37,21,5,0,1,0,0,0,0,0,0,1,0,0,0,0
2,3,1,59,15.61,44.1725,-96.5714,0,75,21,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,3,1,59,10.82,51.6132,-101.7854,0,75,12,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2,3,1,59,139.08,45.9314,-92.5086,0,75,23,3,0,1,0,0,0,0,0,0,0,0,0,1,0
2,3,1,59,91.43,50.3101,-115.3514,0,75,20,3,0,1,0,0,0,0,0,0,0,0,0,0,1
2,3,1,59,64.63,44.3309,-119.5092,0,75,1,6,0,1,0,0,1,0,0,0,0,0,0,0,0
5,3,0,117,11.65,47.9085,-60.3054,0,58,6,5,0,1,0,0,0,1,0,0,0,0,0,0,0
5,3,0,117,27.4,51.1536,-118.8426,0,58,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5,3,0,117,8.08,47.9769,-121.3777,0,58,21,4,0,1,0,0,0,0,0,0,0,0,0,1,0
-1,0,0,98,88.67,45.144,-92.9316,0,42,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0
-1,0,0,98,28.51,44.619,-73.824,0,42,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0
-1,0,0,98,87.51,47.07,-86.415,0,42,10,4,0,0,1,0,0,0,0,0,1,0,0,0,0
-1,0,0,98,109.05,52.1779,-97.9826,0,42,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,0,44,36.62,52.9408,-85.6439,0,45,10,3,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,0,44,175.0,43.76,-118.9986,0,45,16,5,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,0,44,223.54,43.4787,-121.7196,0,45,23,6,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1,0,44,75.98,52.4488,-89.8222,0,45,15,6,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,0,44,48.17,50.3983,-72.9036,0,45,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,0,29,68.28,48.4815,-119.3716,0,53,17,4,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,29,75.19,46.3007,-63.6837,0,53,14,6,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,29,231.27,47.9448,-105.6689,0,53,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,29,13.9,45.852,-115.5136,0,53,23,4,1,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,29,101.92,52.0418,-61.2148,0,53,19,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,29,53.86,49.8304,-107.0767,0,53,20,6,1,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,29,49.33,46.3116,-100.7748,0,53,7,4,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,29,106.41,52.7965,-78.9459,0,53,3,6,1,0,0,0,0,0,0,0,0,0,0,0,1
4,3,0,98,93.33,43.2446,-98.8933,0,62,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1
